Unnamed: 0,latitude,longitude,ID,Филиал,Вид,Тип,Наименование пункта пропуска_y,Установлен / закрыт,Функционирует/не функционирует,84 приоритетные,Причины не функционирования,Распорядок работы,Классификация по виду международного сообщения,Дополнительная классификация по виду международного сообщения,Классификация по характеру международного сообщения,Классификация по режиму работы,Классификация по статусу,Классификация по пропуску,"Специализация: для ввоза на территорию РФ  животных, продукции животного происхождения, кормов, кормовых добавок, лекарственных средств для животных и подкарантинной продукции (подкарантинного материала, подкарантинного груза) (ПП РФ от 07.07.2011 № 557)","Специализация: для ввоза на территорию Российской  Федерации товаров, химических, биологических и радиоактивных веществ, отходов и иных грузов, представляющих опасность для человека (ПП РФ от 03.06.2011 № 442)","Специализация: для ввоза на территорию Российской Федерации пищевых продуктов, материалов и изделий (ПП РФ от 03.06.2011 № 442)",Сопредельное государство,Сопредельный пункт пропуска,Федеральный округ,Субъект РФ,Адрес,Принадлежность дороги,"Номер, название дороги",Группы АВС ,Рейтинг Приоритизации 2019 ,Направление МТК,Принадлежность к МТК,ГТС в сутки (по паспорту),ПТС в сутки (по паспорту),ЛТС в сутки (по паспорту),Всего ТС в сутки (по паспорту),Лиц в сутки (по паспорту),Грузы в сутки (по паспорту),ГТС в год (по паспорту),ПТС в год (по паспорту),ЛТС в год (по паспорту),Всего ТС в год (по паспорту),Лица в год (по паспорту),Грузы в год (по паспорту),ГТС 2017 (факт),ПТС 2017 (факт),ЛТС 2017 (факт),Всего ТС (ж.д. составы) за 2017 год (факт),ГТС 2018 (факт),ПТС 2018 (факт),ЛТС 2018 (факт),Всего ТС (ж.д. составы) за 2018 год (факт),ГТС 2019 (факт),ПТС 2019 (факт),ЛТС 2019 (факт),Всего ТС (ж.д. составы) за 2019 год (факт),ГТС 2020 (факт),ПТС 2020 (факт),ЛТС 2020 (факт),Всего ТС (ж.д. составы) за 2020 год (факт),ГТС 2021 (факт),ПТС 2021 (факт),ЛТС 2021 (факт),Всего ТС (ж.д. составы) за 2021 год (факт),ГТС 2022 (факт),ПТС 2022 (факт),ЛТС 2022 (факт),Всего ТС (ж.д. составы) за 2022 год (факт),Лица 2017 (факт),Лица 2018 (факт),Лица 2019 (факт),Лица 2020 (факт),Лица 2021 (факт),Лица 2022 (факт),"Грузы 2017, тонн (факт)","Грузы 2018, тонн (факт)","Грузы 2019, тонн (факт)","Грузы 2020, тонн (факт)","Грузы 2021, тонн (факт)","Грузы 2022, тонн (факт)",Пограничный контроль,Таможенный контроль,Санитарно-карантинный контроль,Ветеринарный контроль,Карантинный фитосанитарный контроль,Транспортный контроль,Сосед
205,50.982706,81.519878,ЖДППНеверовскаяСФО,Новосибирский,ЖДПП,ЖДПП,Неверовская,установлен,да,нет,функционирует,круглосуточно,железнодорожный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,Республика Казахстан,Жезкент,СФО,Алтайский край,"Алтайский край, Локтевский район, г. Горняк, ул. Вокзальная, 95а",0,0,Группа С,274,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,240,0.0,0,0,0,0,87600,0.0,3137,0,0,3137,2138,0,0,2138,1505,0,0,1505,1635,0,0,1635,1916,0,0,1916,1436,0,0,1436,9446,6196,4720,5630,5514,4619,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
206,53.7267000004649,73.8075000010431,ДАППНевольноеСФО,Новосибирский,АПП,ДАПП,Невольное,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,Республика Казахстан,Амангельды,СФО,Омская область,"Омская область, Русско-Полянский район, 19 км автомобильной дороги Русская Поляна – граница Республики Казахстан",региональная,"52 ОП РЗ А-2 ""Русская Поляна - Сибиряк"" - граница Республики Казахстан",Группа В,112,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6677,309,19457,26443,6046,245,19386,25677,5734,64,19081,24879,3373,6,3348,6727,3549,7,2286,5842,3696,47,11450,15193,67070,65392,60891,12606,9921,36978,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
207,50.372308,36.850314,ЖДППНежегольЦФО,Белгородский,ЖДПП,ЖДПП,Нежеголь,установлен,да,нет,В связи с односторонним принятием сопредельной стороной решения (постановление Кабинета министров Украины от 18.02.2015 № 106)  пропуск через государственную границу Российской Федерации временно не осуществляется. Пункт пропуска не обустраивался,согласно графику движения поездов международного сообщения,железнодорожный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,Украина,Волчанск,ЦФО,Белгородская область,"Белгородская область, Шебекинский район, ул. Нежегольское шоссе 42, станция Нежеголь",0,0,Группа С,364,Сухопутный,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,нет,Украина
208,54.636192,22.73258,ЖДППНестеровСЗФО,Калининградский,ЖДПП,ЖДПП,Нестеров,установлен,да,нет,функционирует,круглосуточно,железнодорожный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,Литовская Республика,Кибартай,СЗФО,Калининградская область,"Калининградская область, Нестеровский р-н, п. Чернышевское",0,0,Группа В,24,Сухопутный,Западный,48,20,0,68,0,0.0,17520,7300,0,24820,0,0.0,0,1543,0,1543,6975,1572,0,8547,6114,1635,0,7749,5764,832,0,6596,7286,1313,0,8599,2563,4864,0,7427,498170,511248,509472,139600,219098,249775,5042.0,11832540.0,9919517.0,8978557.0,10708596.0,8086480.470000001,да,да,да,да,да,нет,Литовская Республика
209,50.338847,36.28717,МАППНехотеевкаЦФО,Белгородский,АПП,МАПП,Нехотеевка,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,Украина,Гоптовка,ЦФО,Белгородская область,"Белгородская область, Белгородский район, 705 км федеральной автодороги Москва-Симферополь",федеральная,М-2,Группа А,11,Сухопутный,Западный,288,72,1920,2280,11136,0.0,105120,26280,700800,832200,4064640,0.0,76679,37432,806926,921037,76540,30963,776580,884083,55909,28103,763191,847203,62294,5404,231716,299414,68578,4781,274797,348156,8999,1270,44477,54746,4049222,3680757,3477739,1174453,1247965,168381,851113.0,914293.3,806525.0,932059.0,1741628.0,128641.0,да,да,да,да,да,да,Украина
210,60.9506,76.493705,ВППНижневартовскУФО,Уральский,ВПП,ВПП,Нижневартовск,установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,УФО,Ханты-Мансийский автономный округ - Югра,"Ханты-Мансийский автономный округ - Югра, г. Нижневартовск, ул. Авиаторов, 2, расположен в 3 км от центра города в северо-западном направлении",0,0,Группа В,181,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,3600,40.0,0,0,0,0,1314000,14600.0,6,322,0,328,17,343,0,360,5,465,0,470,124,76,0,200,161,63,0,224,26,215,0,241,60484,61905,76744,15310,5214,30676,733.21,706.58,804.4599999999999,64.11,20.0,119.26,да,да,да,да,да,нет,нет
211,55.564286,52.101209,ВППНижнекамск (Бегишево)ПФО,Волгоградский,ВПП,ВПП,Нижнекамск (Бегишево),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ПФО,Республика Татарстан,"Республика Татарстан, Тукаевский район, с. Биклянь,  аэропорт ""Бегишево""",0,0,Группа В,176,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14,627,0,641,8,728,0,736,2,760,0,762,1,94,0,95,9,491,0,500,0,298,0,298,75369,121060,108625,1837,44496,10870,181.243,169.614,3.498,41.094,12.0,0.31,да,да,да,да,да,нет,нет
212,47.975056,132.671355,ЖДППНижнеленинскоеДФО,Хабаровский,ЖДПП,ЖДПП,Нижнеленинское,установлен,да,да,Открыт после проведения мероприятий по обустройству распоряжением Правительства РФ от 07.07.2022 № 1848-р. Ожидается решение китайской стороны об открытии сообщения,круглосуточно,железнодорожный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,да,да,Китайская Народная Республика,Тунцзян,ДФО,Еврейская автономная область,"Российская Федерация, Еврейская автономная область, Ленинский муниципальный район, Ленинское сельское поселение, с. Нижнеленинское, ул. Дубинина, д. 30",0,0,Группа А,226,РК (сухопутный),Восток,16,0,0,16,0,0.0,5840,0,0,5840,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,120,0.0,0.0,0.0,0.0,0.0,78059.99,нет,нет,нет,нет,нет,нет,Китайская Народная Республика
213,47.961278,132.669774,СППНижнеленинскоеДФО,Хабаровский,СПП,СПП,Нижнеленинское,установлен,да,нет,функционирует," 6-дневная рабочая неделя, выходной - воскресенье и нерабочие праздничные дни в Российской Федерации. В навигационной период с 08.00 до 20.00. В период ледостава с 10.00 до 18.00. Въезд пассажирского и грузового транспорта прекращается за 30 минут до окончания работы пункта пропуска. ",смешанный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,Китайская Народная Республика,Тунцзян,ДФО,Еврейская автономная область,"Еврейская автономная область, Ленинский район, с. Нижнеленинское, ул. Вилковой, 10, 234,5-237 км. реки Средний Амур, 129 км. автодороги Биробиджан – Унгун – 123 км - Нижнеленинское",региональная,Подъезд к международному речному порту в с. Нижнеленинское (99 ОП РЗ 99К-5),Группа В,223,РК (сухопутный),Восток,"Речные суда (грузо-пассажирские) - 5, автотранспортные средства в навигационный период -35, в период ледостава - 58
",0,0,"Речные суда (грузо-пассажирские) - 5,
автотранспортные средства в навигационный период -35,
в период ледостава - 58
",750,4000.0,"Речные суда (грузо-пассажирские) - 780, автотранспортные средства в навигационный период -5460, в период ледостава - 7540
",0,0,"Речные суда (грузо-пассажирские) - 780, автотранспортные средства в навигационный период -5460, в период ледостава - 7540
",188250,1004000.0,7332,1107,0,8439,9576,987,0,10563,8896,1134,0,10030,1132,126,0,1258,0,0,0,0,76,0,0,76,47643,44432,40458,3568,0,250,77965.0,117342.0,112140.0,15904.105,0.0,19349.925,да,да,да,да,да,да,Китайская Народная Республика
214,42.669885,44.025982,МАППНижний ЗарамагСКФО,Северо-Кавказский,АПП,МАПП,Нижний Зарамаг,установлен,да,да,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,нет,да,Республика Южная Осетия,Рук,СКФО,Республика Северная Осетия - Алания,"Республика Северная Осетия,  Алания, Алагирский район, с. Нар",федеральная,А-164,Группа А,44,Западный,Север-Юг,100,30,170,300,0,0.0,36500,10950,62050,109500,0,0.0,42126,5765,380499,428390,49509,7670,381466,438645,41802,7159,367293,416254,31670,3402,190694,225766,37042,5169,371722,413933,26851,4892,358264,390007,1178388,1174575,1111464,557208,1045066,1008404,61125.78,48204.84,53716.73,144354.63,142007.82,142972.19,да,да,да,да,да,да,Республика Южная Осетия
215,56.218867,43.790918,ВППНижний Новгород (Стригино)ПФО,Волгоградский,ВПП,ВПП,Нижний Новгород (Стригино),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ПФО,Нижегородская область,"г. Нижний Новгород, Автозаводский район, поселок Аэропорт",0,0,Группа В,202,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,17760,0.0,0,0,0,0,6482400,0.0,9,1546,0,1555,3,1811,0,1814,12,1822,0,1834,19,198,0,217,4,2151,0,2155,10,807,0,817,263376,318242,348133,28540,366317,118018,84.14464000000001,11.84666,0.0,50.295,40.4678,52.26958,да,да,да,да,да,нет,нет
216,53.003526,62.129645,ДАППНиколаевкаУФО,Уральский,АПП,ДАПП,Николаевка,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,Республика Казахстан,Аят,УФО,Челябинская область,"Челябинская область, Варненский район, с. Николаевка, 8420 метров от ориентира с. Николаевка, ул. Российская, № 2А на автотрассе Челябинск-Костанай",региональная,74 ОП РЗ 75К-062 Варна-Александровка Варненского муниципального района-граница Казахстана,Группа В,184,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13419,897,37342,51658,14054,1089,41734,56877,11745,1139,41128,54012,10913,194,8005,19112,13855,37,8030,21922,9749,105,25082,34936,124949,136344,134042,32965,33425,77968,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
217,53.132536,140.721297,МППНиколаевск-на-АмуреДФО,Хабаровский,МПП,МПП,Николаевск-на-Амуре,установлен,да,нет,функционирует,"ежедневно, с 09.00 до 20.00, в осенний период (с 01 октября и до закрытия навигационного периода) с 09.00 до 19.00",морской,не определен,грузо-пассажирский,сезонный,многосторонний,не определен,нет,нет,да,не применимо,не применимо,ДФО,Хабаровский край,"Хабаровский край, г. Николаевск-на-Амуре, устье р. Амур, территория, акватория морского порта Николаевск-на-Амуре",0,0,Группа С,178,Морской,Арктика,0,0,0,0,0,4800.0,0,0,0,0,0,873600.0,18,0,0,18,8,0,0,8,12,0,0,12,2,0,0,2,1,0,0,1,1,0,0,1,278,124,189,31,14,17,27864.0,20552.0,20251.0,3208.18,0.0,0.0,да,да,да,да,да,нет,нет
218,49.7947,39.245439,ДАППНовобелаяЦФО,Белгородский,АПП,ДАПП,Новобелая,установлен,да,нет,В связи с односторонним принятием сопредельной стороной решения (постановление Кабинета министров Украины от 18.02.2015 № 106)  пропуск через государственную границу Российской Федерации временно не осуществляется. Пункт пропуска не обустраивался,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,не применимо (ЛНР),Новобелая,ЦФО,Воронежская область,"Воронежская область, Кантемировский район, с. Новобелая",региональная,"20 ОП РЗ Н 8-12 ""Воронеж-Луганск""-Волоконовка-Новобелая-гр. Луганской обл.",Группа В,259,Сухопутный,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,да,нет
219,53.806618,86.870822,ВППНовокузнецк (Спиченково)СФО,Новосибирский,ВПП,ВПП,Новокузнецк (Спиченково),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,пассажирский,работающий на нерегулярной основе,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,СФО,Кемеровская область,"653009, Кемеровская обл., г. Прокопьевск, аэропорт",0,0,Группа С,229,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,1680,0.0,0,0,0,0,0,0.0,21,187,0,208,6,276,0,282,0,242,0,242,0,77,0,77,0,102,0,102,1,75,0,76,42590,56715,50679,12925,8583,3236,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,нет,нет
220,44.720898,37.782973,МППНовороссийскЮФО,Сочинский,МПП,МПП,Новороссийск,установлен,да,нет,функционирует,круглосуточно,морской,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,не применимо,не применимо,ЮФО,Краснодарский край,"Краснодарский край, г. Новороссийск",0,0,Группа А,134,Морской,АЧБ,17,0,0,17,2706.849315068493,463.7083287671233,6205,0,0,6205,988000,169253.54,8795,2,0,8797,7928,3,0,7931,7618,60,0,7678,7284,22,0,7306,7483,49,0,7532,8414,84,0,8498,148665,149738,143800,130092,136629,148693,157884380.29,155629603.38,154699211.607,176047369.323,144450561.9927,119440021.9679,да,да,да,да,да,нет,нет
221,55.009439,82.66736,ВППНовосибирск (Толмачево)СФО,Новосибирский,ВПП,ВПП,Новосибирск (Толмачево),установлен,да,да,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,не применимо,не применимо,СФО,Новосибирская область,"Новосибирская область, г.Обь-4, аэропорт Толмачево",0,0,Группа В,160,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,31200,0.0,0,0,0,0,11388000,0.0,3651,11261,0,14912,3785,12860,0,16645,3853,13932,0,17785,9972,3352,0,13324,10078,4597,0,14675,2925,6224,0,9149,1493154,1699555,1919905,605486,797906,947889,310488.023,285529.655,301012.012,597679.9299999999,501727.941,103263.912,да,да,да,да,да,нет,нет
222,41.708056,48.473279,МАППНово-ФиляСКФО,Северо-Кавказский,АПП,МАПП,Ново-Филя,установлен,да,да,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,да,Азербайджанская Республика,Ширвановка,СКФО,Республика Дагестан,"Республика Дагестан, Магарамкентский район, с. Ново-Филя",региональная,Ново-Гапцах-Тагиркент-Ялама,Группа С,151,Западный,Север-Юг,12,3,35,50,0,0.0,4380,1095,12775,18250,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046,0,0,3046,26300,0,0,26300,475785,483779,501662,97891,3101,26654,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,да,Азербайджанская Республика
223,47.84551,39.760708,МАППНовошахтинскЮФО,Ростовский,АПП,МАПП,Новошахтинск,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,не применимо (ЛНР),Должанский,ЮФО,Ростовская область,"Ростовская область,  Красносулинский район, 876-й км автомагистрали М-19",федеральная,А-270,Группа А,15,Сухопутный,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,44219,20050,303590,367859,39758,18962,275028,333748,40850,15690,247512,304052,48712,8320,181690,238722,55720,11844,267889,335453,69622,11440,272670,353732,1546327,1530457,1420061,910763,1252413,1474079,212332.4,868127.6679999998,1194431.22,586367.12,566151.56,472248.72,да,да,да,да,да,да,нет
224,52.116365,31.811135,МАППНовые ЮрковичиЦФО,Брянский,АПП,МАПП,Новые Юрковичи,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,нет,да,Украина,Сеньковка,ЦФО,Брянская область,"243046, Брянская область, Климоский район, территория МАПП Новые Юрковичи",региональная,"15 ОП РЗ 15К -1201 Климово - Чуровичи - граница Государства Украина; 15 ОП РЗ 15К -1802 Брянск - Новозыбков"" - Климово  ",Группа В,146,Сухопутный,Западный,500,40,460,1000,2990,5000.0,182500,14600,167900,365000,1091350,1825000.0,53802,9918,83633,147353,63706,7128,83644,154478,69833,5663,72501,147997,89186,1257,23373,113816,93916,969,25316,120201,12375,189,3864,16428,647498,625354,532888,243149,218788,32096,831464.0,635049.0,1140512.0,1426908.0,1545507.0,207298.0,да,да,да,да,да,да,Украина
225,69.326404,87.348495,ВППНорильск (Алыкель)СФО,Мурманский,ВПП,ВПП,Норильск (Алыкель),установлен,нет,нет,Установлен в 2023 г. Будет открыт после проведения мероприятий по обустройству,не определен,воздушный,не определен,грузо-пассажирский,работающий на нерегулярной основе,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,СФО,Красноярский край,не определен,0,0,0,0,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,нет,нет,нет,нет,нет,нет,нет
226,54.159304,72.792108,ДАППОдесскоеСФО,Новосибирский,АПП,ДАПП,Одесское,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,Республика Казахстан,Бидаик,СФО,Омская область,"Омская область, Одесский район, 108 км автомобильной дороги Омск – Одесское – гр. Казахстана, 1 км от с. Белосток",региональная,52 ОП РЗ А-5 Омск - Одесское - граница Республики Казахстан,Группа В,130,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,63779,3318,96750,163847,68781,2995,95818,167594,74032,2390,90423,166845,34733,363,19290,54386,44362,0,15176,59538,57066,421,49310,106797,453645,447705,405381,97610,88427,215968,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
227,51.216321,49.880509,МАППОзинкиПФО,Волгоградский,АПП,МАПП,Озинки,установлен,да,да,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,Республика Казахстан,Таскала,ПФО,Саратовская область,"Саратовская область, Озинский район, 284 км автомобильной дороги Ершов - Озинки - Уральск",федеральная,А-298,Группа А,19,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,250,0,0,250,2880,0.0,91250,0,0,91250,1051200,0.0,26950,8263,242254,277467,26831,3901,175760,206492,46065,3348,166499,215912,36029,747,34059,70835,59675,20,18646,78341,66256,1597,137847,205700,1394660,943718,836173,193461,124987,713228,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
228,51.194203,49.73407,ЖДППОзинкиПФО,Волгоградский,ЖДПП,ЖДПП,Озинки,установлен,да,нет,функционирует,круглосуточно,железнодорожный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,Республика Казахстан,Жайык,ПФО,Саратовская область,"Саратовская область, Озинский район, р.п.Озинки",0,0,не определена,225,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,14,0,0.0,0,0,0,5110,0,0.0,2323,777,0,3100,2347,778,0,3125,2646,774,0,3420,3226,166,0,3392,3662,0,0,3662,4210,0,0,4210,115882,98861,92460,22796,9870,13925,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
229,51.336732,119.873112,ДАППОлочиДФО,Читинский,АПП,ДАПП,Олочи,установлен,да,да,функционирует,"с 09.00 до 18.00; выходной:суббота,воскресенье;технологический перерыв: с 13.00 до 14.00",автомобильный,не определен,грузовой,постоянный,двусторонний,не определен,нет,нет,нет,Китайская Народная Республика,Шивэй,ДФО,Забайкальский край,"Забайкальский край, Нерчинско-Заводской район, с. Олочи, ул. Онохойская, 1",региональная,"76А-008, Могойтуй – Сретенск–Олочи",Группа С,290,РК (сухопутный),Восток,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2802,0,0,2802,261,0,0,261,1004,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,2952,289,1045,0,0,0,34417.65,3165.3,12698.25,0.0,0.0,0.0,да,да,да,да,да,нет,Китайская Народная Республика
230,43.729095,135.256376,МППОльгаДФО,Владивостокский,МПП,МПП,Ольга,установлен,да,нет,функционирует,круглосуточно,морской,не определен,грузовой,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ДФО,Приморский край,"Участок № 1 территория и участок №1 акватории ПП морской порт Ольга (АО ""Ольгалес""): Приморский край, Ольгинский район, п. Ольга, ул. Морская, 15. Участок № 2 территории и акватории ПП (Морской терминал Пластун - ОАО ""Тернейлес""): Приморский край, Тернейский район, пгт. Пластун",0,0,Группа В,113,Морской,Арктика,0,0,0,0,0,0.0,0,0,0,0,0,0.0,698,0,0,698,696,0,0,696,644,0,0,644,669,0,0,669,586,0,0,586,448,0,0,448,10166,9781,9114,9413,7717,5962,1116227.0,1300456.0,5450577.0,1252741.0,905732.6799999999,818609.9199999999,да,да,да,да,да,нет,нет
231,53.796579,75.051943,МАППОльховкаСФО,Новосибирский,АПП,МАПП,Ольховка,установлен,да,да,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,Республика Казахстан,Урлютобе,СФО,Омская область,"Омская область, Черлакский р-он, 192 км трассы А-320",федеральная,А-320,Группа В,129,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,48088,7089,127201,182378,51584,7672,125140,184396,58448,8428,132948,199824,67666,1330,32350,101346,56708,98,29595,86401,59575,1645,103048,164268,621288,660683,693118,210644,184214,435527,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
232,45.784045,47.547579,МППОляЮФО,Волгоградский,МПП,МПП,Оля,установлен,да,нет,функционирует,круглосуточно,морской,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,да,да,не применимо,не применимо,ЮФО,Астраханская область,"Астраханская область, Лиманский район, с.Оля, ул.Чкалова, д.27, Каспийское море",0,0,Группа В,69,Транскаспийский,Север-Юг,10,0,0,10,274,30137.0,3650,0,0,3650,100010,11000005.0,410,13,0,423,286,0,0,286,316,6,0,322,351,1,0,352,224,0,0,224,266,0,0,266,6067,3940,4496,4896,3129,3573,304744.713,372028.0,542741.4,588798.0,372814.78,441232.0,да,да,да,да,да,нет,нет
233,55.08585,73.004372,ВППОмск (Центральный)СФО,Новосибирский,ВПП,ВПП,Омск (Центральный),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,СФО,Омская область,"644103, Омская обл., г.Омск, ул. Транссибирская, 30",0,0,Группа С,281,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,2880,0.0,0,0,0,0,1051200,0.0,16,1063,0,1079,43,1280,0,1323,30,1350,0,1380,16,192,0,208,15,708,0,723,12,1061,0,1073,153499,189297,202930,30200,115623,113106,0.0,0.235,7.974,41.71415,9.3454,9.102799999999998,да,да,да,да,да,нет,нет
234,63.902555,38.096453,МППОнегаСЗФО,Мурманский,МПП,МПП,Онега,установлен,да,нет,функционирует,круглосуточно,морской,не определен,грузовой,сезонный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,СЗФО,Архангельская область,"Архангельская область, г. Онега, Белое море, Онежский залив, Карельский рейд, Архангельская область, г.Онега, ул. Гутина , д.2",0,0,Группа В,195,Морской,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,40,0,0,40,47,0,0,47,45,0,0,45,48,0,0,48,38,0,0,38,10,0,0,10,466,494,460,476,377,104,63973.96000000001,71065.09000000001,87817.08,68305.959,51040.42,31795.147,да,да,да,да,да,нет,нет
235,51.7847,55.0986,ВППОренбург (Центральный)ПФО,Уральский,ВПП,ВПП,Оренбург (Центральный),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ПФО,Оренбургская область,"Оренбургская область, Оренбургский район, аэропорт",0,0,Группа С,254,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,522,0,522,0,628,0,628,0,695,0,695,0,92,0,92,0,441,0,441,0,124,0,124,81207,124365,142514,11284,78029,12965,344.64788,0.906,0.0,82.14,0.0,0.0,да,да,да,да,да,нет,нет
