Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту,Количество (Факт/Паспорт),Сопредельное государство
Топольное,Новосибирский,50.918237,80.103876,СФО,АПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Республика Казахстан
Торфяновка,Санкт-Петербургский,60.596099,27.913096,СЗФО,АПП,93240,2021,Грузы в тоннах,установлен,да,0,0.0,Финляндская Республика
Третьяково,Новосибирский,50.866700001061,81.895300000906,СФО,ЖДПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Республика Казахстан
Троебортное,Брянский,51.881005,34.337551,ЦФО,АПП,132261,2021,Грузы в тоннах,установлен,да,2007500,0.07,Украина
"Троицк (Кайрак, Магнай)",Уральский,54.1130000017583,61.5698999986053,УФО,ЖДПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Республика Казахстан
Турий Рог,Владивостокский,45.262249,131.978153,ДФО,АПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Китайская Народная Республика
Убур-Тохтор,Читинский,50.4167,113.8333,ДФО,АПП,0,2021,Грузы в тоннах,установлен,нет,0,0.0,Монголия
Убылинка,Псковский,56.87317,27.833766,СЗФО,АПП,4858,2021,Грузы в тоннах,установлен,да,0,0.0,Латвийская Республика
Ушаково,Хабаровский,51.883,126.5631,ДФО,СПП,0,2021,Грузы в тоннах,установлен,нет,0,0.0,Китайская Народная Республика
Хабаровск,Хабаровский,48.468957,135.057972,ДФО,РПП,0,2021,Грузы в тоннах,установлен,да,1820000,0.0,Китайская Народная Республика
Хандагайты (Боршо),Новосибирский,50.700218,92.069395,СФО,АПП,45,2021,Грузы в тоннах,установлен,да,0,0.0,Монголия
Хасан,Владивостокский,42.430155,130.644336,ДФО,ЖДПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Корейская Народно-Демократическая Республика
Цаган-Толгой,Новосибирский,49.957094,95.62729,СФО,АПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Монголия
Черлак,Новосибирский,54.155114,74.804456,СФО,РПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Республика Казахстан
Чернышевское,Калининградский,54.645721,22.736633,СЗФО,АПП,16082,2021,Грузы в тоннах,установлен,да,0,0.0,Литовская Республика
Черняховск,Калининградский,54.629537,21.817797,СЗФО,ЖДПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Литовская Республика
Шара-Сур,Новосибирский,50.515325,94.337233,СФО,АПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Монголия
Шебекино,Белгородский,50.352158,36.922684,ЦФО,АПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Украина
Шумилкино,Псковский,57.644615,27.387415,СЗФО,АПП,23210,2021,Грузы в тоннах,установлен,да,0,0.0,Эстонская Республика
Эльтон,Волгоградский,49.130289,46.838265,ЮФО,ЖДПП,0,2021,Грузы в тоннах,установлен,да,0,0.0,Республика Казахстан
Яраг-Казмаляр,Северо-Кавказский,41.640607,48.40786,СКФО,АПП,4255,2021,Грузы в тоннах,установлен,да,0,0.0,Азербайджанская Республика
Абагайтуй,Читинский,49.5833,117.8167,ДФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Китайская Народная Республика
Адлер,Сочинский,43.397314,40.002072,ЮФО,АПП,2388558,2022,Грузы в тоннах,установлен,да,0,0.0,Республика Абхазия
Адлер,Сочинский,43.40274645,39.99306761,ЮФО,ЖДПП,0,2022,Грузы в тоннах,установлен,да,0,0.0,Республика Абхазия
Айнек-Гол,Читинский,50.3678,103.279,ДФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Монголия
Аксарайский,Волгоградский,46.7337,48.0892,ЮФО,ЖДПП,0,2022,Грузы в тоннах,установлен,да,0,0.0,Республика Казахстан
Алтан,Читинский,49.8833,109.0667,ДФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Монголия
Амурзет,Хабаровский,47.690284,131.073245,ДФО,СПП,0,2022,Грузы в тоннах,установлен,да,502000,0.0,Китайская Народная Республика
Аспайты,Новосибирский,50.3099,90.0221,СФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Монголия
Багратионовск,Калининградский,54.372517,20.659173,СЗФО,АПП,9911,2022,Грузы в тоннах,установлен,да,0,0.0,Республика Польша
Багратионовск,Калининградский,54.3927,20.6475,СЗФО,ЖДПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Республика Польша
Безымено,Белгородский,50.368527,35.756453,ЦФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Украина
Белая Березка,Брянский,52.3835,33.4804,ЦФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Украина
Белгород,Белгородский,50.593234,36.605675,ЦФО,ЖДПП,0,2022,Грузы в тоннах,установлен,да,0,0.0,Украина
Благовещенск,Хабаровский,50.249853,127.554133,ДФО,СПП,0,2022,Грузы в тоннах,установлен,да,3333000,0.0,Китайская Народная Республика
Благовещенск-1,Хабаровский,50.252764,127.547584,ДФО,ППП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Китайская Народная Республика
Большой Уссурийский,Хабаровский,48.347254,134.768252,ДФО,АПП,0,2022,Грузы в тоннах,установлен,нет,0,0.0,Китайская Народная Республика
Борисоглебск,Мурманский,69.655681,30.203183,СЗФО,АПП,16873,2022,Грузы в тоннах,установлен,да,0,0.0,Королевство Норвегия
Брунишево,Псковский,57.538718,27.471549,СЗФО,АПП,3884,2022,Грузы в тоннах,установлен,да,0,0.0,Латвийская Республика
Брусничное,Санкт-Петербургский,60.931202,28.560617,СЗФО,АПП,200169,2022,Грузы в тоннах,установлен,да,0,0.0,Финляндская Республика
Брусничное (Сайменский канал),Санкт-Петербургский,60.810182,28.737329,СЗФО,МПП,0,2022,Грузы в тоннах,установлен,да,0,0.0,Финляндская Республика
Брянск-Льговский,Брянский,53.213067,34.409548,ЦФО,ЖДПП,0,2022,Грузы в тоннах,установлен,да,0,0.0,Украина
