Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту,Количество (Факт/Паспорт),Сопредельное государство
Багратионовск,Калининградский,54.3927,20.6475,СЗФО,ЖДПП,0,2018,Число людей,установлен,нет,0,0.0,Республика Польша
Безымено,Белгородский,50.368527,35.756453,ЦФО,АПП,0,2018,Число людей,установлен,нет,0,0.0,Украина
Белая Березка,Брянский,52.3835,33.4804,ЦФО,АПП,0,2018,Число людей,установлен,нет,0,0.0,Украина
Белгород,Белгородский,50.593234,36.605675,ЦФО,ЖДПП,417948,2018,Число людей,установлен,да,0,0.0,Украина
Благовещенск,Хабаровский,50.249853,127.554133,ДФО,СПП,884150,2018,Число людей,установлен,да,2363400,0.37,Китайская Народная Республика
Благовещенск-1,Хабаровский,50.252764,127.547584,ДФО,ППП,0,2018,Число людей,установлен,нет,0,0.0,Китайская Народная Республика
Большой Уссурийский,Хабаровский,48.347254,134.768252,ДФО,АПП,0,2018,Число людей,установлен,нет,0,0.0,Китайская Народная Республика
Борисоглебск,Мурманский,69.655681,30.203183,СЗФО,АПП,257666,2018,Число людей,установлен,да,109500,2.35,Королевство Норвегия
Брунишево,Псковский,57.538718,27.471549,СЗФО,АПП,49107,2018,Число людей,установлен,да,0,0.0,Латвийская Республика
Брусничное,Санкт-Петербургский,60.931202,28.560617,СЗФО,АПП,2719574,2018,Число людей,установлен,да,2190000,1.24,Финляндская Республика
Брусничное (Сайменский канал),Санкт-Петербургский,60.810182,28.737329,СЗФО,МПП,10574,2018,Число людей,установлен,да,0,0.0,Финляндская Республика
Брянск-Льговский,Брянский,53.213067,34.409548,ЦФО,ЖДПП,10681,2018,Число людей,установлен,да,0,0.0,Украина
Брянск-Орловский,Брянский,53.262436,34.405696,ЦФО,ЖДПП,765428,2018,Число людей,установлен,да,0,0.0,Украина
Бугристое,Уральский,54.006458,61.625926,УФО,АПП,1961888,2018,Число людей,установлен,да,2555000,0.77,Республика Казахстан
Бурачки,Псковский,56.356309,28.197336,СЗФО,АПП,600641,2018,Число людей,установлен,да,1460000,0.41,Латвийская Республика
Бускульский,Уральский,53.796262,61.157583,УФО,ЖДПП,0,2018,Число людей,установлен,нет,0,0.0,Республика Казахстан
Бусловская,Санкт-Петербургский,60.840635,28.378262,СЗФО,ЖДПП,11551,2018,Число людей,установлен,да,0,0.0,Финляндская Республика
Вергелевка,Белгородский,50.3108,36.5807,ЦФО,АПП,0,2018,Число людей,установлен,нет,0,0.0,Украина
Вериговка,Белгородский,50.197641,37.638937,ЦФО,АПП,127513,2018,Число людей,установлен,да,0,0.0,Украина
Верхний Баскунчак,Волгоградский,46.724082,48.22708,ЮФО,ЖДПП,1671,2018,Число людей,установлен,да,0,0.0,Республика Казахстан
Верхний Ларс,Северо-Кавказский,42.768431,44.631185,СКФО,АПП,2782820,2018,Число людей,установлен,да,1436640,1.94,Республика Грузия
Верхний Ульхун,Читинский,49.5112,112.602049,ДФО,АПП,4322,2018,Число людей,установлен,да,0,0.0,Монголия
Веселоярск,Новосибирский,51.211204,81.11318,СФО,АПП,461202,2018,Число людей,установлен,да,700800,0.66,Республика Казахстан
Вишневка,Волгоградский,49.429484,46.795764,ЮФО,АПП,112848,2018,Число людей,установлен,да,0,0.0,Республика Казахстан
Воскресенское,Уральский,54.646153,65.803555,УФО,АПП,204966,2018,Число людей,установлен,да,0,0.0,Республика Казахстан
Выборг,Санкт-Петербургский,60.715429,28.750744,СЗФО,ЖДПП,98002,2018,Число людей,установлен,да,0,0.0,Финляндская Республика
Вяртсиля,Санкт-Петербургский,62.168784,30.635873,СЗФО,АПП,1163848,2018,Число людей,установлен,да,1496500,0.78,Финляндская Республика
Вяртсиля,Санкт-Петербургский,62.168005,30.641338,СЗФО,ЖДПП,2854,2018,Число людей,установлен,да,0,0.0,Финляндская Республика
Гарах,Северо-Кавказский,41.490063,48.064536,СКФО,АПП,32713,2018,Число людей,установлен,да,0,0.0,Азербайджанская Республика
Глушково,Брянский,51.286303,34.731497,ЦФО,ЖДПП,0,2018,Число людей,установлен,да,0,0.0,Украина
Головчино,Белгородский,50.4348,35.8312,ЦФО,АПП,0,2018,Число людей,установлен,нет,0,0.0,Украина
Головчино,Белгородский,50.511166,35.825004,ЦФО,ЖДПП,0,2018,Число людей,установлен,да,0,0.0,Украина
Горняк,Новосибирский,50.972275,81.420538,СФО,АПП,212549,2018,Число людей,установлен,да,350400,0.61,Республика Казахстан
Грайворон,Белгородский,50.43093,35.591033,ЦФО,АПП,209918,2018,Число людей,установлен,да,1076750,0.19,Украина
Гусев,Калининградский,54.343023,22.298854,СЗФО,АПП,560747,2018,Число людей,установлен,да,0,0.0,Республика Польша
Дербент,Северо-Кавказский,42.056396,48.306587,СКФО,ЖДПП,119384,2018,Число людей,установлен,да,0,0.0,Азербайджанская Республика
Джалинда,Хабаровский,53.482007,123.888834,ДФО,СПП,0,2018,Число людей,установлен,нет,0,0.0,Китайская Народная Республика
Долбино,Белгородский,50.7621,35.5521,ЦФО,ЖДПП,0,2018,Число людей,установлен,нет,0,0.0,Украина
Дубки,Калининградский,55.066608,21.952485,СЗФО,АПП,0,2018,Число людей,установлен,да,5657500,0.0,Литовская Республика
